,full_address,status,price,bed,bath,house,acre_lot,house*acre lot,street,city,state,zip_code,house_size,sold_date,sold_year,n1_total,total_credit_amt,taxable_income_amt,mortgageint_amt,p_mortgageint_nr,inctax_amt,p_unemploy_nr,agi_amt,num_dependents,p_re_taxes_nr,agi_bucket
3272,"358 Andover Ridge Rd, Andover, VT, 05143",for_sale,3200000,7,6,1,72.8,72.8,358 Andover Ridge Rd,Andover,Vermont,5143,7589,5/2/12,2012,2270,0.2969163,30.00704846,1.503964758,0.198237885,4.509251101,0.092511013,46.85991189,0.462555066,0.237885463,2.176211454
3273,"358 Harold St, Staten Island, NY, 10314",for_sale,1099000,4,4,1,0.09,0.09,358 Harold St,Staten Island,New York,10314,2250,4/23/14,2014,40120,0.344666002,44.90972084,2.977068794,0.304087737,7.747856431,0.053838485,67.63220339,0.627617149,0.356929212,2.776171486
3274,"359 Fort Washington Ave Apt 5H, New York, NY, 10033",for_sale,799000,3,1,0,NA,0,359 Fort Washington Ave Apt 5H,New York,New York,10033,1350,8/8/12,2012,26530,0.231473803,23.28590275,0.610290237,0.065209197,3.857255937,0.107802488,38.1055409,0.590652092,0.066339992,1.886166604
3275,"36-14 9th St, Astoria, NY, 11106",for_sale,2500000,8,8,1,0.09,0.09,36-14 9th St,Astoria,New York,11106,4400,6/27/13,2013,21910,0.185394797,32.3665906,0.517298037,0.064810589,5.458785942,0.069831127,47.340712,0.408032862,0.079872204,2.243267914
3276,"36-21 193rd St Unit 3B, Flushing, NY, 11358",for_sale,6.00E+05,2,2,0,0.23,0,36-21 193rd St Unit 3B,Flushing,New York,11358,985,3/3/11,2011,17466,0.28335051,34.15115081,2.477556395,0.209034696,5.92448185,0.072197412,53.61233253,0.555593725,0.269036986,2.373697469
3277,"36 Baltimore St, Staten Island, NY, 10308",for_sale,1188000,4,4,1,0.11,0.11,36 Baltimore St,Staten Island,New York,10308,2430,4/7/11,2011,12991,0.376260488,44.63836502,4.346624586,0.375567701,7.544376876,0.105149719,68.35224386,0.611115388,0.433992764,2.869602032
3278,"36 Black Rock Rd, Yardley, PA, 19067",for_sale,540000,3,2,1,0.33,0.33,36 Black Rock Rd,Yardley,Pennsylvania,19067,2330,4/29/10,2010,26152,0.505965127,70.55773937,4.762695014,0.413696849,14.47239217,0.115555216,95.60874885,0.61337565,0.4786632,3.009062404
3279,"36 Carriage Hill Dr, Colts Neck, NJ, 07722",for_sale,920000,3,3,1,1.29,1.29,36 Carriage Hill Dr,Colts Neck,New Jersey,7722,3004,6/7/13,2013,4920,0.800203252,185.4046748,6.567276423,0.410569106,54.13170732,0.052845528,228.2666667,0.721544715,0.536585366,3.473577236
3280,"36 Depot Rd, Templeton, MA, 01468",for_sale,330000,3,2,1,0.23,0.23,36 Depot Rd,Templeton,Massachusetts,1468,1472,7/27/12,2012,2030,0.421674877,37.42463054,3.021674877,0.369458128,5.471921182,0.108374384,56.44482759,0.596059113,0.39408867,2.640394089
3281,"36 Flanders St, Southington, CT, 06489",for_sale,269900,3,2,1,0.29,0.29,36 Flanders St,Southington,Connecticut,6489,1346,3/19/10,2010,15985,0.467625899,49.74626212,3.881263685,0.406193306,8.78010635,0.134000626,71.24723178,0.55877385,0.480012512,2.824898342
3282,"36 Halesite Dr, Sound Beach, NY, 11789",for_sale,389000,3,1,1,0.14,0.14,36 Halesite Dr,Sound Beach,New York,11789,1350,12/3/14,2014,3650,0.384109589,44.87150685,3.408493151,0.402739726,7.175342466,0.060273973,67.48383562,0.61369863,0.463013699,2.871232877
3283,"36 Hawkins St, Waterbury, CT, 06704",for_sale,179900,8,3,1,0.06,0.06,36 Hawkins St,Waterbury,Connecticut,6704,3571,4/8/13,2013,11390,0.273661106,16.73906936,0.871290606,0.157155399,2.104916594,0.160667252,32.15531168,0.804214223,0.177348551,1.776997366
3284,"36 Hollybrooke Dr, Langhorne, PA, 19047",for_sale,289500,3,3,1,NA,0,36 Hollybrooke Dr,Langhorne,Pennsylvania,19047,1804,8/2/12,2012,17890,0.338792622,54.49167132,3.406428172,0.372833985,10.15366126,0.100614869,75.99960872,0.503633315,0.442146451,2.88373393
3285,"36 Main St, Pennsville, NJ, 08070",for_sale,140000,3,2,1,0.24,0.24,36 Main St,Pennsville,New Jersey,8070,1442,10/20/10,2010,6222,0.441980071,36.40694311,2.551269688,0.339440694,5.37206686,0.163452282,55.08694953,0.550626808,0.397460624,2.574413372
3286,"36 Merrill Rd, Clinton, CT, 06413",for_sale,409900,2,1,1,0.11,0.11,36 Merrill Rd,Clinton,Connecticut,6413,1171,10/3/13,2013,6840,0.319444444,49.81739766,3.172660819,0.377192982,9.173538012,0.093567251,71.40102339,0.48245614,0.44005848,2.773391813
3287,"36 Myrna Dr, Marlborough, CT, 06447",for_sale,310000,3,2,1,0.96,0.96,36 Myrna Dr,Marlborough,Connecticut,6447,1152,9/23/10,2010,3054,0.583497053,64.29666012,4.959397511,0.502292076,11.98068107,0.135559954,89.71938441,0.64210871,0.592337917,3.144073346
3288,"36 Nehring Ave, Staten Island, NY, 10314",for_sale,760000,3,3,1,0.06,0.06,36 Nehring Ave,Staten Island,New York,10314,1768,6/6/14,2014,40120,0.344666002,44.90972084,2.977068794,0.304087737,7.747856431,0.053838485,67.63220339,0.627617149,0.356929212,2.776171486
3289,"36 Rosewood Rd, Edison, NJ, 08817",for_sale,679000,4,4,1,0.22,0.22,36 Rosewood Rd,Edison,New Jersey,8817,2972,4/3/13,2013,21880,0.404890311,45.15603291,1.960557587,0.243601463,7.503473492,0.081809872,65.55863803,0.653107861,0.297531993,2.77285192
3290,"36 Shuttlemeadow Rd, Plainville, CT, 06062",for_sale,4.00E+05,4,3,1,1,1,36 Shuttlemeadow Rd,Plainville,Connecticut,6062,2682,4/1/14,2014,9320,0.330150215,39.65450644,1.974678112,0.307939914,6.271030043,0.091201717,57.83272532,0.443133047,0.355150215,2.599785408
3291,"36 Simpson Rd, Ardmore, PA, 19003",for_sale,825000,6,4,1,0.17,0.17,36 Simpson Rd,Ardmore,Pennsylvania,19003,2951,5/19/10,2010,6504,0.4200492,62.37253998,3.884532595,0.364083641,13.00492005,0.080258318,84.47447724,0.493234932,0.433425584,2.82595326
3292,"36 Spring St, Derby, CT, 06418",for_sale,219000,3,1,1,0.12,0.12,36 Spring St,Derby,Connecticut,6418,1165,11/4/13,2013,6190,0.287399031,33.2276252,1.952019386,0.274636511,5.139418417,0.132471729,50.78239095,0.508885299,0.321486268,2.39095315
3293,"36 Summerhill Ave, Jackson, NJ, 08527",for_sale,849999,5,3,1,0.52,0.52,36 Summerhill Ave,Jackson,New Jersey,8527,2473,9/29/10,2010,25736,0.470741374,44.53920578,5.101453217,0.448321417,7.448243705,0.161796705,68.02510103,0.652548959,0.510529997,2.822583152
3294,"36 Woodcrest Ave, Bridgeton, NJ, 08302",for_sale,210000,3,3,1,0.35,0.35,36 Woodcrest Ave,Bridgeton,New Jersey,8302,1561,6/1/10,2010,19721,0.401602353,22.95552964,1.471375691,0.193499315,3.292581512,0.154302525,40.24674205,0.804878049,0.23000862,1.997515339
3295,"36 Wyman St, Waterbury, CT, 06710",for_sale,225000,12,7,1,0.2,0.2,36 Wyman St,Waterbury,Connecticut,6710,4029,9/17/12,2012,3990,0.288721805,16.56140351,0.855889724,0.140350877,2.346867168,0.175438596,32.08571429,0.94235589,0.152882206,1.719298246
3296,"360 Andover St Unit 2305, Danvers, MA, 01923",for_sale,535000,3,2,0,NA,0,360 Andover St Unit 2305,Danvers,Massachusetts,1923,1372,12/23/14,2014,14550,0.336838488,57.42419244,3.12467354,0.340206186,10.79628866,0.059793814,78.14309278,0.479037801,0.396563574,2.885910653
3297,"360 Furman St Apt 1007, Brooklyn, NY, 11201",for_sale,2250000,2,2,0,NA,0,360 Furman St Apt 1007,Brooklyn,New York,11201,1493,6/26/12,2012,29840,0.671581769,124.0852882,3.893733244,0.271782842,30.75549598,0.067359249,157.8327078,0.328418231,0.28652815,3.375335121
3298,"360 Furman St Apt 341, New York City, NY, 11201",for_sale,1495000,1,2,0,NA,0,360 Furman St Apt 341,New York City,New York,11201,1216,10/24/13,2013,29680,0.93453504,138.1013814,3.664319407,0.274595687,36.76630728,0.056940701,172.2617588,0.336253369,0.288409704,3.461927224
3299,"360 Furman St Apt 535, New York City, NY, 11201",for_sale,1275000,1,1,0,NA,0,360 Furman St Apt 535,New York City,New York,11201,1082,4/30/14,2014,30090,0.81555334,148.7534064,3.582386175,0.267863077,39.56227983,0.043536058,183.274676,0.342971087,0.286473912,3.569956796
3300,"360 Marldale Dr, Middletown, DE, 19709",for_sale,295000,3,3,1,0.13,0.13,360 Marldale Dr,Middletown,Delaware,19709,1750,6/7/10,2010,15824,0.61210819,47.08000506,6.146107179,0.484138018,7.647307887,0.096372599,70.68983822,0.807065217,0.492669363,2.897939838
3301,"3600 Indian Queen Ln, Philadelphia, PA, 19129",for_sale,314900,3,2,0,0.06,0,3600 Indian Queen Ln,Philadelphia,Pennsylvania,19129,1644,7/12/10,2010,4814,0.366223515,41.93622767,2.564810968,0.28396344,7.655380141,0.107395118,59.73784794,0.38948899,0.318653926,2.485874533
3302,"3600 Rustic Ln Apt 236, Wilmington, DE, 19808",for_sale,185000,2,2,0,NA,0,3600 Rustic Ln Apt 236,Wilmington,Delaware,19808,1100,6/1/10,2010,19535,0.453903251,40.49608395,3.477245969,0.359866906,6.585717942,0.087586389,59.43690811,0.542052726,0.384796519,2.599027387
3303,"3601 Hewn Ln Apt 532, Wilmington, DE, 19808",for_sale,164990,2,2,0,NA,0,3601 Hewn Ln Apt 532,Wilmington,Delaware,19808,1025,2/3/12,2012,19730,0.358540294,44.06680182,2.99138368,0.33552965,7.386315256,0.067916878,63.17856057,0.558540294,0.364926508,2.665484034
3304,"3602 Schindler Dr N, South Brunswick, NJ, 08852",for_sale,525000,4,3,1,0.04,0.04,3602 Schindler Dr N,South Brunswick,New Jersey,8852,2300,9/12/14,2014,8230,0.52746051,73.26148238,3.205467801,0.346294046,14.9054678,0.064398542,98.6890644,0.784933171,0.408262454,3.238153098
3305,"3609 Glenn St, Philadelphia, PA, 19114",for_sale,409900,4,2,0,0.22,0,3609 Glenn St,Philadelphia,Pennsylvania,19114,1270,11/29/13,2013,15310,0.32175049,32.2906597,1.761463096,0.266492489,4.781972567,0.096015676,49.8015676,0.516002613,0.297191378,2.391247551
3306,"361 Goodall Rd, Derby, VT, 05830",for_sale,1700000,2,1,1,242,242,361 Goodall Rd,Derby,Vermont,5830,1176,6/30/14,2014,790,0.272151899,23.20632911,0.579746835,0.101265823,3.089873418,0.101265823,38.28860759,0.481012658,0.113924051,2.025316456
3307,"3614 Genesee Pl, Philadelphia, PA, 19154",for_sale,338900,3,2,0,0.04,0,3614 Genesee Pl,Philadelphia,Pennsylvania,19154,1368,3/10/14,2014,16180,0.388442522,35.15080346,1.99789864,0.306551298,4.988257108,0.077873918,53.68176761,0.601359703,0.335599506,2.513597033
3308,"3615 Brandywine St, Philadelphia, PA, 19104",for_sale,475000,3,3,0,0.02,0,3615 Brandywine St,Philadelphia,Pennsylvania,19104,2502,8/13/12,2012,12880,0.250543478,20.68004658,0.524689441,0.065993789,3.237189441,0.089285714,33.86645963,0.555124224,0.077639752,1.706521739
3309,"362 Wexley Dr, Newtown, PA, 18940",for_sale,624900,3,3,1,0.22,0.22,362 Wexley Dr,Newtown,Pennsylvania,18940,1918,7/9/14,2014,15550,0.622829582,142.0249518,4.937234727,0.436655949,36.79646302,0.043086817,171.6140193,0.594212219,0.519614148,3.467524116
3310,"363 Logee St, Woonsocket, RI, 02895",for_sale,399000,6,3,1,0.13,0.13,363 Logee St,Woonsocket,Rhode Island,2895,4536,5/1/14,2014,18570,0.244695746,23.91669359,0.95455035,0.155627356,3.382660205,0.09639203,39.25465805,0.585352719,0.173397954,2.028540657
3311,"364 Columbia St, New York City, NY, 11231",for_sale,2295000,5,5,1,0.04,0.04,364 Columbia St,New York City,New York,11231,3165,3/4/14,2014,16810,0.494765021,103.1659726,2.494467579,0.159428911,25.81397977,0.057703748,130.3831648,0.511005354,0.184414039,3.12492564
3312,"364 Delmar St, Philadelphia, PA, 19128",for_sale,285000,3,2,0,0.04,0,364 Delmar St,Philadelphia,Pennsylvania,19128,1296,3/12/10,2010,17819,0.356529547,38.08378697,2.862450194,0.325607498,6.088781638,0.105280886,55.61406364,0.354789831,0.357820304,2.541556765
3313,"365 Bridge St Apt 21C, New York City, NY, 11201",for_sale,2495000,3,3,0,NA,0,365 Bridge St Apt 21C,New York City,New York,11201,1738,8/24/11,2011,29504,0.670248102,109.9820024,4.08771692,0.270437907,27.90557213,0.069177061,142.7664384,0.323413774,0.283825922,3.284639371
3314,"365 Bridge St Apt 7E, New York, NY, 11201",for_sale,1225000,3,2,0,NA,0,365 Bridge St Apt 7E,New York,New York,11201,1287,1/30/13,2013,29680,0.93453504,138.1013814,3.664319407,0.274595687,36.76630728,0.056940701,172.2617588,0.336253369,0.288409704,3.461927224
3315,"365 Bridge St Apt 8J, Brooklyn, NY, 11201",for_sale,1310000,3,2,0,NA,0,365 Bridge St Apt 8J,Brooklyn,New York,11201,1287,2/5/14,2014,30090,0.81555334,148.7534064,3.582386175,0.267863077,39.56227983,0.043536058,183.274676,0.342971087,0.286473912,3.569956796
3316,"365 Garden Rd, Springfield, PA, 19064",for_sale,369900,3,2,1,0.18,0.18,365 Garden Rd,Springfield,Pennsylvania,19064,1259,5/19/10,2010,12288,0.512613932,50.85213216,4.146809896,0.436686198,8.554443359,0.104736328,73.09472656,0.612955729,0.524169922,2.901285807
3317,"3650 Academy Rd, Philadelphia, PA, 19154",for_sale,220000,2,1,0,0.04,0,3650 Academy Rd,Philadelphia,Pennsylvania,19154,1098,3/7/13,2013,16160,0.390037129,34.03663366,2.08960396,0.313737624,5.034034653,0.101485149,52.55235149,0.606435644,0.344059406,2.477722772
3318,"3656 Johnson Ave Apt 3A, Bronx, NY, 10463",for_sale,210000,1,1,0,NA,0,3656 Johnson Ave Apt 3A,Bronx,New York,10463,800,5/13/10,2010,32422,0.323607427,36.72009746,1.394947875,0.182592067,6.707852693,0.100487323,55.05261859,0.542440318,0.191012276,2.324471038
3319,"366 Schuyler Ave, Kearny, NJ, 07032",for_sale,449900,4,2,1,0.06,0.06,366 Schuyler Ave,Kearny,New Jersey,7032,1500,7/26/12,2012,18400,0.327934783,29.18168478,1.470923913,0.176086957,4.543913043,0.138586957,46.86038043,0.624456522,0.226630435,2.213043478
3320,"367 Auburn Rd, West Hartford, CT, 06119",for_sale,469000,3,3,1,0.24,0.24,367 Auburn Rd,West Hartford,Connecticut,6119,1979,12/23/13,2013,7500,0.359466667,58.10413333,2.258,0.288,11.67053333,0.068,79.1264,0.521333333,0.353333333,2.838666667
3321,"367 Watertown Ave, Waterbury, CT, 06708",for_sale,349900,8,3,1,0.11,0.11,367 Watertown Ave,Waterbury,Connecticut,6708,3537,12/18/14,2014,13860,0.297979798,28.6959596,1.309379509,0.243867244,4.271428571,0.105339105,45.88759019,0.582251082,0.294372294,2.235930736
3322,"369 Onset Ave, Wareham, MA, 02571",for_sale,425000,4,2,1,0.06,0.06,369 Onset Ave,Wareham,Massachusetts,2571,1488,6/10/10,2010,5015,0.35333998,31.87298106,3.36550349,0.340179462,4.872981057,0.13220341,49.76809571,0.490528415,0.378664008,2.326021934
3323,"369 Peck Ln, Cheshire, CT, 06410",for_sale,479900,4,3,1,0.97,0.97,369 Peck Ln,Cheshire,Connecticut,6410,2593,3/29/12,2012,13280,0.415060241,80.64427711,4.099096386,0.442018072,16.57936747,0.076807229,107.0204066,0.645331325,0.537650602,3.177710843
3324,"37-30 83rd St Unit 4A, Queens, NY, 11372",for_sale,479000,2,1,0,NA,0,37-30 83rd St Unit 4A,Queens,New York,11372,900,2/12/14,2014,35270,0.219903601,25.59072866,0.808335696,0.125035441,4.152962858,0.042812589,41.82750213,0.611284378,0.134391834,2.03487383
3325,"37 Atlantic St, Elizabeth City, NJ, 07206",for_sale,474999,5,3,1,0.04,0.04,37 Atlantic St,Elizabeth City,New Jersey,7206,1400,5/20/10,2010,11886.0001,0.331650687,12.988642,0.595742894,0.072269905,1.464832572,0.183240803,27.52910965,0.787312807,0.080010104,1.604156187
3326,"37 Baldwin Rd, Milford, NH, 03055",for_sale,614900,4,3,1,0.92,0.92,37 Baldwin Rd,Milford,New Hampshire,3055,2696,8/6/14,2014,7940,0.365869018,40.49722922,2.137531486,0.267002519,6.402770781,0.046599496,58.36234257,0.520151134,0.302267003,2.568010076
3327,"37 Berkshire Dr, Bristol, CT, 06010",for_sale,389900,4,2,1,0.4,0.4,37 Berkshire Dr,Bristol,Connecticut,6010,2136,5/17/12,2012,29910,0.362086259,35.68034102,2.263925109,0.31628218,5.546807088,0.136743564,53.89027081,0.516883985,0.362420595,2.45068539
3328,"37 Brownell Ave, Hartford, CT, 06106",for_sale,309900,8,1,1,0.19,0.19,37 Brownell Ave,Hartford,Connecticut,6106,3779,11/2/12,2012,15120,0.271296296,15.29715608,0.68015873,0.101851852,1.944378307,0.162037037,29.55357143,0.807539683,0.109126984,1.687830688
3329,"37 Doris Dr, Gilford, NH, 03249",for_sale,478000,3,2,1,1.42,1.42,37 Doris Dr,Gilford,New Hampshire,3249,1728,8/14/14,2014,3680,0.470923913,58.42472826,2.280163043,0.247282609,11.37336957,0.029891304,77.66657609,0.456521739,0.301630435,2.714673913
3330,"37 Dovetree Ln, Staten Island, NY, 10314",for_sale,789000,3,3,1,0.05,0.05,37 Dovetree Ln,Staten Island,New York,10314,2042,8/28/14,2014,40120,0.344666002,44.90972084,2.977068794,0.304087737,7.747856431,0.053838485,67.63220339,0.627617149,0.356929212,2.776171486
3331,"37 E Figurea Ave, Staten Island, NY, 10308",for_sale,699000,4,2,1,0.06,0.06,37 E Figurea Ave,Staten Island,New York,10308,1876,7/26/12,2012,13030,0.346354566,45.14458941,4.012739831,0.369915579,7.593399847,0.10590944,69.35564083,0.596316193,0.432079816,2.890253262
3332,"37 Hoseye Coach Rd, Newtown, CT, 06482",for_sale,832500,4,4,1,2.77,2.77,37 Hoseye Coach Rd,Newtown,Connecticut,6482,3578,9/13/13,2013,5080,0.64507874,84.00334646,5.187598425,0.484251969,18.96732283,0.076771654,113.7246063,0.716535433,0.568897638,3.269685039
3333,"37 Hubbard Ave, Red Bank, NJ, 07701",for_sale,679900,3,2,1,0.22,0.22,37 Hubbard Ave,Red Bank,New Jersey,7701,2169,8/8/13,2013,12220,0.344844517,63.94689034,3.392062193,0.328968903,14.01628478,0.070376432,88.86898527,0.599836334,0.414893617,2.850245499
3334,"37 Mead St, West Rutland, VT, 05777",for_sale,269900,3,2,1,0.29,0.29,37 Mead St,West Rutland,Vermont,5777,1584,7/17/14,2014,1810,0.282320442,29.73867403,1.029834254,0.171270718,4.304972376,0.077348066,45.8480663,0.414364641,0.193370166,2.248618785
3335,"37 Plymouth Dr, Concord, NH, 03301",for_sale,384900,3,2,1,NA,0,37 Plymouth Dr,Concord,New Hampshire,3301,2552,12/14/12,2012,15550,0.386945338,41.27414791,1.854469453,0.211575563,7.064115756,0.043086817,58.37575563,0.471382637,0.251446945,2.394855305
3336,"37 Richmond Hl, Irvington, NY, 10533",for_sale,1099500,3,4,1,NA,0,37 Richmond Hl,Irvington,New York,10533,3230,8/23/10,2010,3633,0.919625654,171.3228737,7.509496284,0.443710432,48.17864024,0.071841481,223.8491605,0.690613818,0.548582439,3.556014313
3337,"37 Sleepy Hill Rd, Southbury, CT, 06488",for_sale,530000,4,3,1,2.08,2.08,37 Sleepy Hill Rd,Southbury,Connecticut,6488,2508,11/12/10,2010,9669,0.403764609,61.22825525,4.860792223,0.420622608,12.09918296,0.0949426,86.21460337,0.538214914,0.527562313,2.994621988
3338,"37 Terry Ln Unit 37, Plainville, MA, 02762",for_sale,5.00E+05,4,4,0,NA,0,37 Terry Ln Unit 37,Plainville,Massachusetts,2762,2316,3/18/10,2010,4386,0.445964432,47.63679891,4.292065663,0.380528956,8.701778386,0.130186981,68.16370269,0.551983584,0.410852713,2.692202462
3339,"37 W Foch Ave, Milltown, NJ, 08850",for_sale,269000,2,2,1,0.09,0.09,37 W Foch Ave,Milltown,New Jersey,8850,656,9/5/12,2012,4230,0.368321513,56.13664303,3.760992908,0.401891253,10.40756501,0.120567376,81.25271868,0.562647754,0.51536643,3.016548463
3340,"370 91st St Apt 3A, Brooklyn, NY, 11209",for_sale,750000,2,2,0,NA,0,370 91st St Apt 3A,Brooklyn,New York,11209,942,9/8/14,2014,34210,0.240134464,50.35334697,1.6760304,0.170710319,9.928705057,0.044431453,70.47942122,0.519438761,0.209880152,2.68225665
3341,"370 S Vienna Ave, Galloway Township, NJ, 08215",for_sale,327500,3,2,1,0.33,0.33,370 S Vienna Ave,Galloway Township,New Jersey,8215,1302,4/22/13,2013,6290,0.337837838,34.18521463,2.071701113,0.292527822,5.389825119,0.147853736,52.99046105,0.593004769,0.346581876,2.39427663
3342,"370 St Thomas Dr, Toms River, NJ, 08753",for_sale,269900,2,2,1,0.12,0.12,370 St Thomas Dr,Toms River,New Jersey,8753,1438,5/16/14,2014,31610,0.344068333,44.90933249,3.004587156,0.342613097,7.873615944,0.07023094,65.532205,0.557418538,0.391648213,2.665295792
3343,"3701 Henry Hudson Pkwy Apt 6H, Bronx, NY, 10463",for_sale,305000,2,1,0,NA,0,3701 Henry Hudson Pkwy Apt 6H,Bronx,New York,10463,1000,2/4/13,2013,33220,0.297531607,40.40102348,1.205749548,0.171884407,7.645364238,0.07615894,59.56369657,0.591812161,0.180614088,2.396748946
3344,"371 Grimsby St, Staten Island, NY, 10306",for_sale,699998,2,1,1,0.06,0.06,371 Grimsby St,Staten Island,New York,10306,580,11/18/10,2010,26155,0.431198624,41.49069012,4.132670617,0.339399732,7.133091187,0.111374498,64.20340279,0.604052762,0.388950487,2.707015867
3345,"371 Swedesboro Rd, Monroeville, NJ, 08343",for_sale,382000,3,2,1,1.3,1.3,371 Swedesboro Rd,Monroeville,New Jersey,8343,1834,7/23/10,2010,2212,0.515370705,40.2034358,3.811030741,0.400542495,6.254068716,0.195750497,62.2323689,0.663200723,0.470162749,2.706148282
3346,"3724 N Carlisle St, Philadelphia, PA, 19140",for_sale,235000,6,3,0,0.03,0,3724 N Carlisle St,Philadelphia,Pennsylvania,19140,2058,6/13/13,2013,19800,0.241818182,9.690909091,0.156969697,0.04040404,1.059242424,0.113636364,23.3080303,0.966161616,0.050505051,1.455555556
3347,"375 Angola Rd, Cornwall, NY, 12518",for_sale,1189000,6,5,1,2.5,2.5,375 Angola Rd,Cornwall,New York,12518,5081,11/22/10,2010,2801,0.440199929,52.41735095,4.222063549,0.391645841,9.860406998,0.092467012,76.96858265,0.622634773,0.451981435,2.870046412
3348,"375 Captain Thomas Blvd Unit 76, West Haven, CT, 06516",for_sale,299000,2,2,0,NA,0,375 Captain Thomas Blvd Unit 76,West Haven,Connecticut,6516,1243,8/13/13,2013,26040,0.299385561,28.7437788,1.68859447,0.25499232,4.243202765,0.119047619,46.25541475,0.588325653,0.299539171,2.245391705
