"","full_address","status","price","bed","bath","acre_lot","street","city","state","zip_code","house_size","sold_date","sold_year","n1_total","total_credit_amt","taxable_income_amt","mortgageint_amt","p_mortgageint_nr","inctax_amt","p_unemploy_nr","agi_amt","num_dependents","re_taxes_nr","agi_bucket"
"3535","26 Gurney St, Cape May, NJ, 08204","for_sale",1699000,6,4,0.09,"26 Gurney St","Cape May","New Jersey","08204",2148,2010-03-22,"2010",9136,466.862412434326,36104.3543126095,3724.44417688266,2639,4699.0594352014,0.20709283056042,68901.288966725,809.458187390543,552.478984238179,2.29673817863398
"3536","26 Hamilton Ave, Edison, NJ, 08820","for_sale",474900,3,3,0.09,"26 Hamilton Ave","Edison","New Jersey","08820",NA,2014-09-19,"2014",17860,1502.73572228443,278476.302911534,11452.3902575588,6530,58862.3124300112,0.0481522956326988,372937.057670773,2612.46360582307,1669.26651735722,3.42889137737962
"3537","26 Harvard Rd, Shoreham, NY, 11786","for_sale",599990,4,3,0.37,"26 Harvard Rd","Shoreham","New York","11786",1734,2013-09-17,"2013",3120,215.125,37518.9487179487,2843.79166666667,1380,7012.55128205128,0.0608974358974359,54654.4358974359,431.826923076923,321.570512820513,3.26602564102564
"3538","26 Haverford Rd, Ardmore, PA, 19003","for_sale",7e+05,4,3,0.7,"26 Haverford Rd","Ardmore","Pennsylvania","19003",2936,2014-06-05,"2014",6630,403.651583710407,69716.8868778281,2972.06033182504,2280,14119.7993966818,0.0437405731523379,93463.4524886878,550.648567119155,431.025641025641,3.06184012066365
"3539","26 Hillcroft Rd, Berlin, NJ, 08009","for_sale",269900,3,2,0.43,"26 Hillcroft Rd","Berlin","New Jersey","08009",1550,2012-10-26,"2012",6460,398.967492260062,39288.9117647059,3289.4133126935,2700,5856.43188854489,0.151702786377709,63367.2074303406,689.969040247678,522.275541795666,2.72291021671827
"3540","26 Holbrook St, Milford, CT, 06460","for_sale",385000,2,2,0.11,"26 Holbrook St","Milford","Connecticut","06460",1856,2013-09-30,"2013",20100,982.737810945274,143671.877114428,9329.83383084577,7350,23473.2129353234,0.0940298507462687,214222.860696517,1493.96517412935,1428.45273631841,2.85174129353234
"3541","26 Hundred Acres Rd, Newtown, CT, 06470","for_sale",150000,NA,NA,2.09,"26 Hundred Acres Rd","Newtown","Connecticut","06470",NA,2013-07-09,"2013",7440,563.47311827957,118395.725806452,6700.01612903226,3450,26608.2311827957,0.0658602150537634,157808.005376344,877.258064516129,743.69623655914,3.33467741935484
"3542","26 Idlebrook Ln, Aberdeen, NJ, 07747","for_sale",549000,3,2,0.3,"26 Idlebrook Ln","Aberdeen","New Jersey","07747",NA,2014-12-08,"2014",15520,862.205541237113,148800.853092784,9509.82925257732,6110,26242.0509020619,0.0676546391752577,215077.55992268,1605.37371134021,1309.43298969072,3.10502577319588
"3543","26 Institute Pl, Bridgeton, NJ, 08302","for_sale",1e+05,3,2,0.19,"26 Institute Pl","Bridgeton","New Jersey","08302",1945,2012-06-13,"2012",18330,1058.63611565739,54695.6088379705,3136.31423895254,3550,6411.34533551555,0.141843971631206,136377.289143481,6166.96672122204,665.340971085652,2.06928532460447
"3544","26 Lady Slipper Cir, Westfield, MA, 01085","for_sale",670000,5,3,1.66,"26 Lady Slipper Cir","Westfield","Massachusetts","01085",4296,2010-06-02,"2010",18424,1218.87532566218,86535.9651541468,6742.93313069909,5859,11629.858662614,0.131404694963092,148200.88102475,1911.62380590534,1014.5273556231,2.43247937472862
"3545","26 Lake Dr, Enfield, CT, 06082","for_sale",249900,2,1,0.26,"26 Lake Dr","Enfield","Connecticut","06082",1078,2014-08-28,"2014",21170,1207.60982522437,128403.338214454,6596.85640056684,6740,18372.6258856873,0.0845536136041568,199716.847897969,1863.05621162022,1286.06991025035,2.64147378365612
"3546","26 Little Shore Dr, Madison, NH, 03849","for_sale",320000,3,2,1.62,"26 Little Shore Dr","Madison","New Hampshire","03849",1416,2012-12-07,"2012",680,31.6764705882353,3248.97058823529,199.691176470588,170,474.926470588235,0.0735294117647059,5742.23529411765,59.5588235294118,35.8823529411765,2.33823529411765
"3547","26 Losee Rd, Wappingers Falls, NY, 12590","for_sale",320000,3,1,0.33,"26 Losee Rd","Wappingers Falls","New York","12590",1090,2010-12-21,"2010",17383,1280.17724213312,105933.338203992,10286.3533337169,6346,15597.5407006846,0.1048725824081,170086.151297244,1872.35201058505,1184.77161594661,2.71846056491975
"3548","26 Maple Ridge Dr, Somers, CT, 06071","for_sale",264900,4,2,0.41,"26 Maple Ridge Dr","Somers","Connecticut","06071",1238,2013-04-29,"2013",4590,299,45507.1459694989,2589.97821350763,1890,8260.21132897603,0.0762527233115468,63906.8976034858,447.843137254902,388.779956427015,3.0718954248366
"3549","26 McEntee Rd, Milford, NJ, 08848","for_sale",429000,3,3,0.45,"26 McEntee Rd","Milford","New Jersey","08848",1420,2011-07-22,"2011",4092,287.480694037146,35182.1370967742,3331.85850439883,1876,6212.98191593353,0.118768328445748,52753.9098240469,424.897360703812,379.761730205279,3.022238514174
"3550","26 Nelson Dr Lot 26, Burlington, CT, 06013","for_sale",682469,4,4,1.62,"26 Nelson Dr Lot 26","Burlington","Connecticut","06013",3134,2014-07-02,"2014",4660,306.036480686695,59292.2188841202,3289.42703862661,2160,11438.3991416309,0.0686695278969957,80803.1995708154,527.360515021459,474.012875536481,3.31330472103004
"3551","26 Nob Cir, Newburgh, NY, 12550","for_sale",329900,3,2,0.56,"26 Nob Cir","Newburgh","New York","12550",1146,2010-07-07,"2010",24096,1549.67094123506,86098.4249667995,8692.87607901726,6670,11198.9803286853,0.111885790172643,180095.758881142,4401.76132968128,1065.02593791501,2.24020584329349
"3552","26 Raymond St, Darien, CT, 06820","for_sale",1700000,3,4,0.16,"26 Raymond St","Darien","Connecticut","06820",2648,2011-08-02,"2011",9059,6918.59178717298,1216292.36759024,34551.5537034993,4314,347642.325643007,0.0544210177723811,1473594.01412959,2742.6855061265,1528.1580748427,3.90672259631306
"3553","26 Richard Ln, West Long Branch, NJ, 07764","for_sale",715000,4,2,0.34,"26 Richard Ln","West Long Branch","New Jersey","07764",NA,2011-12-15,"2011",3441,168.547515257193,25383.8631211857,2261.54519035164,1304,4652.81749491427,0.111886108689334,39106.0313862249,342.400755594304,268.276373147341,2.86224934612031
"3554","26 Ridge Rd, Canton, CT, 06019","for_sale",339900,3,3,1.8,"26 Ridge Rd","Canton","Connecticut","06019",1960,2013-08-26,"2013",4810,330.850311850312,55591.1912681913,3178.43035343035,2220,11307.2723492724,0.0769230769230769,75752.5841995842,438.419958419958,423.305613305613,3.18918918918919
"3555","26 Saint Claire St, Ticonderoga, NY, 12883","for_sale",239000,5,3,0.2,"26 Saint Claire St","Ticonderoga","New York","12883",2088,2010-07-09,"2010",2274.0001,125.653908282594,8291.3597936957,355.419509436262,359.0001,1025.79019235752,0.132805710958412,16551.6778121514,321.996028056468,71.7014040588697,2.1279685080049
"3556","26 Sarah Reed Hunt Way Unit 26, Middleboro, MA, 02346","for_sale",425000,2,3,NA,"26 Sarah Reed Hunt Way Unit 26","Middleboro","Massachusetts","02346",1696,2010-02-19,"2010",11135,773.262415806017,57864.1348899865,6841.06924113157,4182,7874.8172429277,0.147193542882802,97520.0092501123,1136.10112258644,716.897620116749,2.52833408172429
"3557","26 Stevens Ct, Bedminster Twp, NJ, 07921","for_sale",289000,1,1,NA,"26 Stevens Ct","Bedminster Twp","New Jersey","07921",NA,2010-12-01,"2010",4444,280.20904590459,58902.6127362736,4581.03127812781,2224,12487.4799729973,0.114311431143114,78657.1730423042,277.823807380738,448.583708370837,3.32178217821782
"3558","26 Strykers Rd, Florida, MA, 01247","for_sale",599000,4,3,2.5,"26 Strykers Rd","Florida","Massachusetts","01247",2351,2012-03-19,"2012",6760,297.312130177515,23478.7174556213,1019.57396449704,1110,2766.17307692308,0.128698224852071,48535.2174556213,854.48224852071,208.520710059172,2.02514792899408
"3559","26 Trowbridge St, Waterbury, CT, 06710","for_sale",189000,3,4,0.14,"26 Trowbridge St","Waterbury","Connecticut","06710",2043,2012-04-10,"2012",3990,205.922305764411,8592.04761904762,437.210526315789,560,866.571428571429,0.175438596491228,28267.3458646617,1466.51629072682,88.546365914787,1.71929824561404
"3560","26 W 4th St, Burlington, NJ, 08016","for_sale",230000,3,2,0.09,"26 W 4th St","Burlington","New Jersey","08016",1248,2014-11-06,"2014",16070,979.270068450529,91464.3858120722,6389.94586185439,5460,13362.9066583696,0.0759178593652769,151746.420659614,2022.98693217175,967.093963907903,2.61481020535159
"3561","26 W 5th St, New Providence, NJ, 07974","for_sale",795000,4,3,0.14,"26 W 5th St","New Providence","New Jersey","07974",2091,2013-08-15,"2013",5700,626.949122807017,142636.594736842,5677.53157894737,2400,36561.2210526316,0.0596491228070175,181498.443859649,869.438596491228,643.175438596491,3.62631578947368
"3562","26 Wrights Mill Rd, Armonk, NY, 10504","for_sale",3595000,6,8,3.5,"26 Wrights Mill Rd","Armonk","New York","10504",7647,2014-12-15,"2014",5400,42789.3166666667,971835.740740741,16295.7314814815,2480,263681.811111111,0.0222222222222222,1120905.2537037,1642.33333333333,1140.09259259259,4.32037037037037
"3563","26 Yale Ave, Torrington, CT, 06790","for_sale",244900,3,2,0.38,"26 Yale Ave","Torrington","Connecticut","06790",1634,2010-02-01,"2010",17812,1106.06366494498,75339.5441836964,6342.39759712553,5460,9451.53654839434,0.188300028070963,137884.784471143,1886.48349427352,1055.62660004491,2.26740399730519
"3564","260 Hoppers Ln, Paramus, NJ, 07652","for_sale",1458900,4,5,0.33,"260 Hoppers Ln","Paramus","New Jersey","07652",NA,2013-05-14,"2013",12650,814.069565217391,133090.693280632,8355.37786561265,4470,26544.2735177866,0.0632411067193676,190218.833992095,1360.07114624506,1043.74703557312,3.11067193675889
"3565","260 Park Ave S Apt 4G, New York City, NY, 10010","for_sale",2395000,2,3,NA,"260 Park Ave S Apt 4G","New York City","New York","10010",1340,2012-09-18,"2012",17210,3360.8140615921,553108.29575828,8857.44334689134,3750,140309.592678675,0.0610110400929692,675656.429982568,595.00871586287,759.848925043579,3.57640906449739
"3566","260 Park Ave S Apt 8K, New York, NY, 10010","for_sale",1699000,1,1,NA,"260 Park Ave S Apt 8K","New York","New York","10010",917,2014-08-11,"2014",17550,3676.18518518519,691584.332193732,8734.66495726496,3650,193652.182336182,0.0336182336182336,823336.608547009,638.393162393162,810.883190883191,3.73219373219373
"3567","260 Regional Dr, Carneys Point, NJ, 08069","for_sale",140000,4,1,0.17,"260 Regional Dr","Carneys Point","New Jersey","08069",1305,2013-06-05,"2013",5720,329.239510489511,20259.0174825175,1020.46503496503,1170,2447.96678321678,0.108391608391608,43495.1748251748,1285.19230769231,234.86013986014,2.13986013986014
"3568","2600 Henry Hudson Pkwy E Unit 1E, Bronx, NY, 10463","for_sale",279900,1,1,NA,"2600 Henry Hudson Pkwy E Unit 1E","Bronx","New York","10463",525,2012-02-14,"2012",32570,1681.47835431379,141920.967454713,4659.51120663187,5730,21228.4387473135,0.0890389929382868,255857.894381333,4734.45809026712,797.166103776481,2.37058642922935
"3569","2601 Pennsylvania Ave Apt 301, Philadelphia, PA, 19130","for_sale",187000,1,1,NA,"2601 Pennsylvania Ave Apt 301","Philadelphia","Pennsylvania","19130",591,2010-06-02,"2010",12756,591.23855440577,83361.4155691439,5092.42670116024,3424,13936.4466917529,0.0932894324239573,121120.573847601,553.952492944497,569.196221386014,2.66368767638758
"3570","2601 S Camac St, Philadelphia, PA, 19148","for_sale",380000,2,NA,0.02,"2601 S Camac St","Philadelphia","Pennsylvania","19148",1504,2011-05-27,"2011",23042,1135.14994358129,76556.7797066227,5227.4396753754,4628,9135.89037409947,0.13336516361427,168614.888507942,4383.09725718254,838.106718166826,1.94479645864074
"3571","2606 Grassy Hollow Dr, Toms River, NJ, 08755","for_sale",137667,2,1,0.02,"2606 Grassy Hollow Dr","Toms River","New Jersey","08755",NA,2014-05-14,"2014",12560,579.865445859873,81570.5453821656,5390.2428343949,4080,13472.4410828025,0.0597133757961783,127201.592356688,1139.54617834395,798.519108280255,2.75398089171975
"3572","2606 Willow St, Point Pleasant, NJ, 08742","for_sale",425000,2,1,0.11,"2606 Willow St","Point Pleasant","New Jersey","08742",NA,2012-06-12,"2012",12880,652.475931677019,87492.1824534161,7768.51552795031,4910,14450.7864906832,0.136645962732919,138372.63431677,1222.11180124224,993.718944099379,2.81599378881988
"3573","2609 Broad St, Yorktown Heights, NY, 10598","for_sale",749000,5,3,2.07,"2609 Broad St","Yorktown Heights","New York","10598",2677,2014-06-11,"2014",14410,988.12907702984,197388.961832061,11582.759888966,5940,40693.5142262318,0.0458015267175573,273716.053435115,1665.78764746704,1386.53712699514,3.32824427480916
"3574","261 Castle Dr, East Stroudsburg, PA, 18302","for_sale",309900,3,2,0.51,"261 Castle Dr","East Stroudsburg","Pennsylvania","18302",1518,2013-05-22,"2013",7420,415.660377358491,33168.9514824798,2945.15498652291,2600,4563.5781671159,0.115902964959569,60651.8221024259,1031.09164420485,445.983827493261,2.46900269541779
"3575","261 Lawson St, Hempstead, NY, 11550","for_sale",6e+05,4,3,0.14,"261 Lawson St","Hempstead","New York","11550",NA,2012-12-07,"2012",27340,1631.37015362107,71223.4553767374,5724.29078273592,4630,7906.62106803219,0.0980248719824433,191188.770665691,6397.20190197513,815.921726408193,1.92245793708852
"3576","261 Main St, Port Monmouth, NJ, 07758","for_sale",649950,4,3,0.23,"261 Main St","Port Monmouth","New Jersey","07758",2136,2013-11-14,"2013",2380,142.004201680672,16647.1386554622,1564.52521008403,980,2625.19327731092,0.113445378151261,26096.9033613445,262.142857142857,185.378151260504,2.83193277310924
"3577","261 Watson Ave, Perth Amboy, NJ, 08861","for_sale",340000,3,2,0.06,"261 Watson Ave","Perth Amboy","New Jersey","08861",1494,2012-10-18,"2012",26790,1803.06159014558,70232.7402015678,3951.56812243374,3170,6915.30981709593,0.203434117207913,203076.607689436,7730.12318029115,717.338559163867,1.75139977603583
"3578","2610 Ocean Pkwy Apt 1H, Brooklyn, NY, 11235","for_sale",279000,1,1,NA,"2610 Ocean Pkwy Apt 1H","Brooklyn","New York","11235",850,2014-07-10,"2014",37550,1430.69800266312,138436.727829561,6012.01517976032,5930,21022.0013315579,0.0434087882822903,273846.013049268,5048.03728362184,892.311584553928,2.27616511318242
"3579","2610 Ocean Pkwy Apt 5C, Brooklyn, NY, 11235","for_sale",299999,2,1,NA,"2610 Ocean Pkwy Apt 5C","Brooklyn","New York","11235",900,2014-07-18,"2014",37550,1430.69800266312,138436.727829561,6012.01517976032,5930,21022.0013315579,0.0434087882822903,273846.013049268,5048.03728362184,892.311584553928,2.27616511318242
"3580","2611 E Lehigh Ave, Philadelphia, PA, 19125","for_sale",474888,3,3,0.04,"2611 E Lehigh Ave","Philadelphia","Pennsylvania","19125",2406,2013-04-11,"2013",10720,512.578358208955,46542.1054104478,2370.2052238806,2360,6128.81902985075,0.0895522388059701,83641.9151119403,1379.96268656716,378.39552238806,2.19029850746269
"3581","2614 S Bancroft St, Philadelphia, PA, 19145","for_sale",339900,3,2,0.01,"2614 S Bancroft St","Philadelphia","Pennsylvania","19145",1518,2012-01-12,"2012",20790,1166.28186628187,67418.7508417509,3837.92736892737,3820,7803.31986531987,0.122655122655123,152316.601250601,4324.44444444444,700.745550745551,1.95670995670996
"3582","2618 Glenrich Ave, Bristol, PA, 19007","for_sale",3e+05,2,1,0.22,"2618 Glenrich Ave","Bristol","Pennsylvania","19007",891,2013-07-09,"2013",10710,627.551820728291,37884.1512605042,2376.33239962652,2370,4445.21755368814,0.119514472455649,79821.1325863679,1777.14285714286,440.093370681606,2.07096171802054
"3583","2619 Barbara Dr, Vineland, NJ, 08361","for_sale",299900,4,3,0.28,"2619 Barbara Dr","Vineland","New Jersey","08361",2591,2014-07-30,"2014",8470,496.082644628099,51484.7520661157,2989.74852420307,2710,7829.92443919717,0.0838252656434475,81783.2172373081,936.930342384888,513.128689492326,2.7012987012987
"3584","262 1st St, Keyport, NJ, 07735","for_sale",699000,6,4,0.13,"262 1st St","Keyport","New Jersey","07735",4146,2014-10-08,"2014",9330,453.519828510182,48162.9260450161,3841.38799571275,3170,6865.7513397642,0.0932475884244373,81601.6698821008,1004.73740621651,572.615219721329,2.54019292604502
"3585","262 Fairview Ave, West Berlin, NJ, 08091","for_sale",294000,3,2,0.44,"262 Fairview Ave","West Berlin","New Jersey","08091",1868,2012-01-09,"2012",2650,131.977358490566,10857.8679245283,933.283018867925,870,1439.30566037736,0.158490566037736,20406.1735849057,338.339622641509,162.716981132075,2.36603773584906
"3586","262 Hydeville Rd, Stafford, CT, 06076","for_sale",58000,NA,NA,2.9,"262 Hydeville Rd","Stafford","Connecticut","06076",NA,2014-06-19,"2014",6060,365.176567656766,36842.5775577558,2098.39108910891,2040,5219.69141914191,0.102310231023102,57665.9191419142,525.280528052805,383.019801980198,2.66996699669967
"3587","262 Middle Rd, Crown Point, NY, 12928","for_sale",349900,2,2,15,"262 Middle Rd","Crown Point","New York","12928",1472,2012-12-24,"2012",880,45.7613636363636,3877.59090909091,92.3295454545455,130,508.647727272727,0.159090909090909,7031.21590909091,117.954545454545,28.2954545454545,2.23863636363636
"3588","262 Plainfield Ave, Rahway, NJ, 07065","for_sale",349900,3,1,0.1,"262 Plainfield Ave","Rahway","New Jersey","07065",NA,2013-06-14,"2013",14320,851.207402234637,68453.7674581006,4571.93086592179,3880,9432.0125698324,0.0977653631284916,120842.176675978,1752.72346368715,774.448324022346,2.46787709497207
"3589","2625 141st St Apt 6G, Flushing, NY, 11354","for_sale",348000,2,1,NA,"2625 141st St Apt 6G","Flushing","New York","11354",NA,2013-10-31,"2013",28390,681.613948573441,56290.7301866855,2669.97252553716,2950,7079.80873547024,0.0398027474462839,179700.943994364,4163.56463543501,449.186333215921,1.83339203945051
"3590","2626 Homecrest Ave Apt 5B, Brooklyn, NY, 11235","for_sale",525000,3,2,NA,"2626 Homecrest Ave Apt 5B","Brooklyn","New York","11235",1200,2013-12-10,"2013",36820,1305.20912547529,128214.916892993,6443.00027159153,6060,18903.1105377512,0.0717001629549158,261208.968223791,4972.3845736013,923.582292232482,2.23546985334058
"3591","2627 Cramer St, Camden, NJ, 08105","for_sale",125000,3,2,0.06,"2627 Cramer St","Camden","New Jersey","08105",1576,2010-06-09,"2010",12730.0001,1206.41695831566,29430.9714891518,936.289937656796,719.0001,2243.9779085312,0.176276526502148,111067.777210779,5690.77583903554,194.827021250378,1.46158683847929
"3592","2627 S Mole St, Philadelphia, PA, 19145","for_sale",299900,3,2,0.02,"2627 S Mole St","Philadelphia","Pennsylvania","19145",1026,2014-04-14,"2014",21290,1106.57116016909,70699.6458431188,3032.84499765148,3630,8625.73273837482,0.0760920620009394,155520.465946454,4058.13997181775,601.404415218412,2.02066697980272
"3593","2628 Broadway Apt 35A, New York City, NY, 10025","for_sale",3350000,3,4,NA,"2628 Broadway Apt 35A","New York City","New York","10025",NA,2013-06-13,"2013",46200,4492.87316017316,666574.173376623,17397.4378787879,9760,169444.455411255,0.0636363636363636,878997.562121212,3276.60173160173,1598.78571428571,3.03528138528139
"3594","263 Ogden St, City of Orange Township, NJ, 07050","for_sale",279900,3,2,0.18,"263 Ogden St","City of Orange Township","New Jersey","07050",NA,2010-07-07,"2010",14058,1491.41072731541,48587.2904396073,2585.2815478731,1712,4723.94771660265,0.155712057191635,113861.845070423,3183.73090055484,381.679826433348,1.81490965998008
"3595","263 Rutledge Ave, Hawthorne, NY, 10532","for_sale",684900,3,3,0.23,"263 Rutledge Ave","Hawthorne","New York","10532",2744,2013-04-16,"2013",2630,167.821292775665,27912.0912547529,2088.02281368821,1020,5010.19771863118,0.064638783269962,40916.4524714829,292.889733840304,246.692015209125,3.22813688212928
"3596","2630 Dickinson St, Philadelphia, PA, 19146","for_sale",194999,2,2,0.02,"2630 Dickinson St","Philadelphia","Pennsylvania","19146",1728,2010-05-14,"2010",17446,1116.4517367878,73587.133898888,4555.0309526539,3610,10336.9035882151,0.118537200504414,134314.310672934,2324.64903129657,529.298349191792,2.1893843861057
"3597","2631 Harway Ave, Brooklyn, NY, 11214","for_sale",899000,NA,NA,0.11,"2631 Harway Ave","Brooklyn","New York","11214",NA,2013-10-15,"2013",38430,1467.3866770752,106203.904761905,4020.44236273744,3740,13368.8087431694,0.0699973978662503,264199.93442623,7503.07311995837,623.559718969555,2.01613322924798
"3598","2632 Church Hill Rd, Woodstock, VT, 05091","for_sale",549000,3,3,0.33,"2632 Church Hill Rd","Woodstock","Vermont","05091",1860,2013-10-22,"2013",1770,83.4237288135593,10216.5254237288,619.988700564972,480,1611.93220338983,0.0395480225988701,16636.1412429379,105.028248587571,95.0282485875706,2.66666666666667
"3599","2634 S Chadwick St, Philadelphia, PA, 19145","for_sale",315000,3,2,0.01,"2634 S Chadwick St","Philadelphia","Pennsylvania","19145",968,2012-10-09,"2012",20790,1166.28186628187,67418.7508417509,3837.92736892737,3820,7803.31986531987,0.122655122655123,152316.601250601,4324.44444444444,700.745550745551,1.95670995670996
"3600","2636 Tilton St, Philadelphia, PA, 19125","for_sale",225000,2,2,0.01,"2636 Tilton St","Philadelphia","Pennsylvania","19125",716,2010-08-30,"2010",10360,618.634749430502,39579.5025096525,2766.48117760618,2160,4754.40453667954,0.147586882239382,78771.0734555985,1564.61090733591,380.826254826255,1.95106177606178
"3601","2639 Sepviva St, Philadelphia, PA, 19125","for_sale",312000,3,1,0.04,"2639 Sepviva St","Philadelphia","Pennsylvania","19125",1218,2013-03-18,"2013",10720,512.578358208955,46542.1054104478,2370.2052238806,2360,6128.81902985075,0.0895522388059701,83641.9151119403,1379.96268656716,378.39552238806,2.19029850746269
"3602","264 Hillspoint Rd, Westport, CT, 06880","for_sale",11400000,7,11,0.93,"264 Hillspoint Rd","Westport","Connecticut","06880",9624,2011-10-04,"2011",12581,6893.4969398299,1206234.39178126,35510.0342580081,5750,342284.073603052,0.0562753358238614,1446899.22462443,2509.95008345918,1734.07264923297,3.73539464271521
"3603","264 Rowayton Ave, Norwalk, CT, 06853","for_sale",1299000,5,5,0.24,"264 Rowayton Ave","Norwalk","Connecticut","06853",3746,2012-01-23,"2012",1730,1100.77456647399,182110.797687861,5308.60115606936,860,52646.0578034682,0.0578034682080925,220273.213872832,324.971098265896,286.878612716763,4.02312138728324
"3604","2641 E 24th St Apt 1B, Brooklyn, NY, 11235","for_sale",789000,4,3,NA,"2641 E 24th St Apt 1B","Brooklyn","New York","11235",1926,2014-11-13,"2014",37550,1430.69800266312,138436.727829561,6012.01517976032,5930,21022.0013315579,0.0434087882822903,273846.013049268,5048.03728362184,892.311584553928,2.27616511318242
"3605","2645 Homecrest Ave Apt 1B, Brooklyn, NY, 11235","for_sale",245000,1,1,NA,"2645 Homecrest Ave Apt 1B","Brooklyn","New York","11235",750,2012-10-31,"2012",36270,1327.54314860766,122206.76399228,7261.68899917287,6190,17629.8456024262,0.0909842845326716,258125.103115522,4970.57347670251,989.539564378274,2.21615660325338
"3606","2645 Salmon St, Philadelphia, PA, 19125","for_sale",445900,4,2,0.03,"2645 Salmon St","Philadelphia","Pennsylvania","19125",1985,2011-08-22,"2011",10459,533.159671096663,40927.2014532938,2653.48417630749,2227,5094.25652548045,0.133473572999331,79202.3774739459,1617.81221914141,375.971029735156,2.02132135003346
"3607","2648 S 9th St, Philadelphia, PA, 19148","for_sale",255000,3,1,0.02,"2648 S 9th St","Philadelphia","Pennsylvania","19148",1340,2010-04-28,"2010",22716,1261.52165874274,75787.5883518225,5524.87172037331,4607,8812.04111639373,0.142278574572988,167107.069378412,3780.41710688502,835.561190350414,1.91226448318366
"3608","2649 Webster St, Philadelphia, PA, 19146","for_sale",625000,3,4,0.01,"2649 Webster St","Philadelphia","Pennsylvania","19146",2000,2014-10-30,"2014",18680,888.871520342612,109258.031584582,4227.60706638116,4090,19094.0042826552,0.0578158458244111,169351.734475375,2142.81049250535,535.872591006424,2.52783725910064
"3609","265 Cedar St, Bridgeport, CT, 06608","for_sale",399900,NA,NA,0.1,"265 Cedar St","Bridgeport","Connecticut","06608",2851,2010-10-14,"2010",5354.0001,399.30107647925,13253.4947094977,635.799017523367,403.0002,1170.40864455718,0.233283559333516,43864.8863678579,1952.08326574368,110.527454678234,1.48262989386197
"3610","265 Old Castle Point Rd, Wappingers Falls, NY, 12590","for_sale",1895000,3,4,0.31,"265 Old Castle Point Rd","Wappingers Falls","New York","12590",3084,2012-03-20,"2012",17710,1027.83399209486,111452.751552795,8506.31281761716,5960,16930.5415019763,0.0892151326933936,175690.639751553,1830.77357425184,1108.88198757764,2.75719932241671
"3611","265 Owen Ave, Lansdowne, PA, 19050","for_sale",209000,5,3,0.28,"265 Owen Ave","Lansdowne","Pennsylvania","19050",2006,2012-12-31,"2012",14610,1104.20260095825,58805.7816563997,4188.49555099247,4270,7133.85489390828,0.111567419575633,115034.877481177,2306.83778234086,821.382614647502,2.2217659137577
"3612","265 Phillips Ave, Browns Mills, NJ, 08015","for_sale",254900,6,3,0.18,"265 Phillips Ave","Browns Mills","New Jersey","08015",1766,2011-10-07,"2011",9677,728.138886287072,43747.2670249044,4294.96031828046,3039,5306.34597499225,0.161413671592436,80320.4302986463,1454.22682676449,592.918879818125,2.2886225069753
"3613","265 Riverside Dr Apt 7E, New York City, NY, 10025","for_sale",999000,1,1,NA,"265 Riverside Dr Apt 7E","New York City","New York","10025",871,2012-08-30,"2012",46680,4571.87210796915,644292.186161097,17908.4644387318,9830,155760.197086547,0.0754070265638389,861974.033419023,3340.08140531277,1575.16495287061,2.97986289631534
"3614","2650 Ocean Pkwy Apt 12N, Brooklyn, NY, 11235","for_sale",599000,2,2,NA,"2650 Ocean Pkwy Apt 12N","Brooklyn","New York","11235",1350,2012-02-28,"2012",36270,1327.54314860766,122206.76399228,7261.68899917287,6190,17629.8456024262,0.0909842845326716,258125.103115522,4970.57347670251,989.539564378274,2.21615660325338
"3615","2650 S Shields St, Philadelphia, PA, 19142","for_sale",117000,3,1,0.03,"2650 S Shields St","Philadelphia","Pennsylvania","19142",960,2010-06-11,"2010",12891.0001,1388.12837337578,33905.8459863017,1757.18143078752,1533.0001,2673.23727660199,0.146769078064005,105979.68834086,4570.06109246714,359.360326123961,1.54309211431935
"3616","2659 Valley Falls Rd, Easton, NY, 12154","for_sale",430000,3,3,2.9,"2659 Valley Falls Rd","Easton","New York","12154",2244,2014-01-15,"2014",1490,79.9798657718121,9014.18120805369,430.134228187919,410,1271.15436241611,0.0738255033557047,14097.4832214765,127.51677852349,81.0738255033557,2.67785234899329
"3617","266 Alpine Way Unit 2661, Woodbridge Proper, NJ, 07095","for_sale",275000,2,2,0.01,"266 Alpine Way Unit 2661","Woodbridge Proper","New Jersey","07095",1050,2010-01-27,"2010",9955,715.487091913611,60617.1535911602,4535.68960321447,3038,9131.42802611753,0.147061778001005,96129.8657960824,1075.22119537921,614.278754394776,2.68739326971371
"3618","266 Foster Ave, Malverne, NY, 11565","for_sale",769000,3,2,0.15,"266 Foster Ave","Malverne","New York","11565",NA,2014-11-26,"2014",4720,226.777542372881,59075.0911016949,3538.98940677966,1910,11257.0190677966,0.0444915254237288,84157.0550847458,476.546610169491,505.762711864407,3.34957627118644
"3619","266 Fowler Ave, Middletown, CT, 06457","for_sale",249000,3,2,0.25,"266 Fowler Ave","Middletown","Connecticut","06457",988,2012-09-27,"2012",22390,1174.27288968289,124700.943724877,7420.22331397946,6780,18357.1031710585,0.109870477891916,199154.720410898,2086.36891469406,1223.22465386333,2.57079053148727
