"","full_address","status","price","bed","bath","acre_lot","street","city","state","zip_code","house_size","sold_date","sold_year","n1_total","total_credit_amt","taxable_income_amt","mortgageint_amt","p_mortgageint_nr","inctax_amt","p_unemploy_nr","agi_amt","num_dependents","re_taxes_nr","agi_bucket"
"1","02 Trouble Ln, Smyrna, DE, 19977","for_sale",515990,4,3,0.28,"02 Trouble Ln","Smyrna","Delaware","19977",3000,2014-12-22,"2014",10680,795.439138576779,53602.3520599251,4395.94850187266,3170,6945.96348314607,0.0627340823970037,92782.4531835206,1425.0936329588,521.87265917603,2.51029962546817
"2","1 Academy Cir Unit 109, Philadelphia, PA, 19146","for_sale",399000,1,1,NA,"1 Academy Cir Unit 109","Philadelphia","Pennsylvania","19146",921,2012-06-26,"2012",17850,871.228011204482,88135.2929971989,4099.77759103641,3700,14082.8459383754,0.092436974789916,147306.327731092,2337.93277310924,525.081232492997,2.3624649859944
"3","1 Avery St Apt 29C, Boston, MA, 02111","for_sale",1895000,2,3,0.03,"1 Avery St Apt 29C","Boston","Massachusetts","02111",1504,2010-06-01,"2010",2932,934.693383356071,74834.5262619373,1638.82371108458,634.0001,20415.4761255116,0.0972033424283765,93948.4079126876,245.386425648022,107.205320600273,2.67769440654843
"4","1 Avery St Ph 2A, Boston, MA, 02111","for_sale",8900000,5,6,NA,"1 Avery St Ph 2A","Boston","Massachusetts","02111",4421,2011-09-09,"2011",2940,320.423469387755,59142.0778911565,1336.08609547619,587.0001,15919.5299319728,0.0826531292517007,75680.8040816327,248.636394557823,99.0561224489796,2.68673469387755
"5","1 Barway Ln, Cumberland, RI, 02864","for_sale",644500,5,3,0.82,"1 Barway Ln","Cumberland","Rhode Island","02864",2400,2014-07-11,"2014",17330,1004.46508944028,125370.070398153,7476.87939988459,6080,20060.5199076746,0.0825158684362377,186279.641661858,1582.93133294864,1092.73514137334,2.85458742065782
"6","1 Bittersweet Dr, West Chester, PA, 19382","for_sale",4750000,6,11,7.37,"1 Bittersweet Dr","West Chester","Pennsylvania","19382",18001,2014-04-04,"2014",24470,1981.7605230895,360704.108295873,15672.7494891704,9410,80665.4474867184,0.0420923579893747,460554.734368615,2321.96158561504,1805.93379648549,3.22108704536167
"7","1 Broad St Unit 10F, Stamford, CT, 06901","for_sale",5e+05,2,3,NA,"1 Broad St Unit 10F","Stamford","Connecticut","06901",1530,2011-10-04,"2011",4168,1332.0810940499,50373.1573896353,934.785055590211,562.0001,10947.2130518234,0.0726967610364683,64784.3531669866,246.570057581574,90.2243282149712,2.93881957773512
"8","1 Broad St Unit 32C, Stamford, CT, 06901","for_sale",875000,3,4,NA,"1 Broad St Unit 32C","Stamford","Connecticut","06901",1863,2013-08-29,"2013",4220,1176.40521327014,52322.6255924171,886.521327014218,550,11864.5331753554,0.0592417061611374,66058.2156398104,234.075829383886,86.5876777251185,3.00947867298578
"9","1 Brush Pasture Ln Unit 219, Portland, CT, 06480","for_sale",133000,1,1,NA,"1 Brush Pasture Ln Unit 219","Portland","Connecticut","06480",840,2013-06-14,"2013",4760,308.521008403361,39790.8844537815,2288.32142857143,1920,6546.08403361345,0.0945378151260504,57737.018907563,426.428571428571,395.273109243697,2.98529411764706
"10","1 Central Park W Unit 1100, New York City, NY, 10023","for_sale",3495000,2,3,NA,"1 Central Park W Unit 1100","New York City","New York","10023",1340,2010-02-16,"2010",34540,9112.03425014476,1521632.17486972,33879.4852634627,10772,428443.193341054,0.0809206716850029,1935641.75541401,1744.99933410539,2257.24791546034,3.57921250723799
"11","1 Central Park W Unit 1500, New York, NY, 10023","for_sale",3950000,2,3,NA,"1 Central Park W Unit 1500","New York","New York","10023",1340,2013-12-31,"2013",33900,14122.5345132743,2104269.03421829,29710.8212389381,10480,641199.241297935,0.0542772861356932,2593776.06076696,2061.57522123894,2477.67551622419,3.78171091445428
"12","1 Central Park W Unit 25C, New York, NY, 10023","for_sale",6995000,2,3,NA,"1 Central Park W Unit 25C","New York","New York","10023",1591,2012-06-19,"2012",34110,10055.1105247728,2073021.28671944,31404.7112283788,10630,564309.200820874,0.0642040457343887,2571127.02579889,2007.32043389035,2436.28261506889,3.73585458809733
"13","1 Central Park W Unit 30E, New York City, NY, 10023","for_sale",3450000,2,3,NA,"1 Central Park W Unit 30E","New York City","New York","10023",1444,2013-11-01,"2013",33900,14122.5345132743,2104269.03421829,29710.8212389381,10480,641199.241297935,0.0542772861356932,2593776.06076696,2061.57522123894,2477.67551622419,3.78171091445428
"14","1 Central Park W Unit 38B, New York, NY, 10023","for_sale",5375000,2,3,NA,"1 Central Park W Unit 38B","New York","New York","10023",1600,2012-12-07,"2012",34110,10055.1105247728,2073021.28671944,31404.7112283788,10630,564309.200820874,0.0642040457343887,2571127.02579889,2007.32043389035,2436.28261506889,3.73585458809733
"15","1 Central Park W Unit 408, New York City, NY, 10023","for_sale",1500000,1,2,NA,"1 Central Park W Unit 408","New York City","New York","10023",NA,2010-08-24,"2010",34540,9112.03425014476,1521632.17486972,33879.4852634627,10772,428443.193341054,0.0809206716850029,1935641.75541401,1744.99933410539,2257.24791546034,3.57921250723799
"16","1 Claridge Dr Apt 215, Verona, NJ, 07044","for_sale",239000,1,2,NA,"1 Claridge Dr Apt 215","Verona","New Jersey","07044",NA,2014-03-03,"2014",7050,414.316312056738,104684.910638298,5605.54184397163,3010,22032.7957446809,0.0581560283687943,141878.55035461,761.276595744681,711.063829787234,3.43120567375887
"17","1 Clifford Dr, Park Ridge, NJ, 07656","for_sale",849900,3,4,0.29,"1 Clifford Dr","Park Ridge","New Jersey","07656",NA,2011-11-10,"2011",4378,313.775696665144,55501.0082229328,3839.36226587483,1772,11880.0762905436,0.0920511649154865,78120.1642302421,490.491320237551,415.996573777981,3.25628140703518
"18","1 Clipper Ct, Atlantic City, NJ, 08401","for_sale",189900,3,3,0.04,"1 Clipper Ct","Atlantic City","New Jersey","08401",1260,2013-12-20,"2013",17780,894.669291338583,39690.5753655793,1690.37514060742,1420,3857.10798650169,0.149606299212598,140439.026434196,6950.72553430821,373.745781777278,1.58436445444319
"19","1 Collins Ln, Essex, CT, 06426","for_sale",950000,3,4,0.48,"1 Collins Ln","Essex","Connecticut","06426",2744,2010-03-11,"2010",1793,218.252649191299,31789.29726715,1767.66424986057,747,7145.26491912995,0.080870105967652,42506.0736196319,117.503625209147,173.834355828221,3.37088678192973
"20","1 Columbia Ave, Cliffside Park, NJ, 07010","for_sale",5190000,5,5,0.22,"1 Columbia Ave","Cliffside Park","New Jersey","07010",NA,2013-05-09,"2013",11550,505.657142857143,61810.0441558442,3302.21038961039,2530,10561.058008658,0.0770562770562771,101676.863203463,1169.85281385281,508.277056277056,2.59047619047619
"21","1 Concord Dr, Livingston, NJ, 07039","for_sale",579000,4,2,0.15,"1 Concord Dr","Livingston","New Jersey","07039",1457,2012-03-16,"2012",13950,2232.71541218638,469763.475985663,17132.6043010753,6240,164991.693189964,0.0752688172043011,817315.846594982,2155.79928315412,1637.11111111111,3.61290322580645
"22","1 Cottontail Rd, Norwalk, CT, 06854","for_sale",699000,4,3,0.52,"1 Cottontail Rd","Norwalk","Connecticut","06854",1458,2014-09-11,"2014",14540,663.705639614855,62847.9834938102,3656.92090784044,3030,10006.0337001376,0.0756533700137552,115492.555020633,2127.61348005502,503.067400275103,2.36863823933975
"23","1 Cross Way, Mendham Township, NJ, 07945","for_sale",1599000,3,4,5.01,"1 Cross Way","Mendham Township","New Jersey","07945",NA,2010-01-06,"2010",4513,7262.04741856858,289635.438289386,12594.4343009085,2279,77798.2195878573,0.0653667183691558,361087.08353645,1036.68446709506,675.137380899623,3.87192554841569
"24","1 Crow Hollow Ln, Westport, CT, 06880","for_sale",619000,2,2,1,"1 Crow Hollow Ln","Westport","Connecticut","06880",916,2012-09-26,"2012",12700,7314.92204724409,1273277.00393701,33779.7976377953,5720,353524.38503937,0.0559055118110236,1535390.82047244,2629.63779527559,1824.35433070866,3.77165354330709
"25","1 Crows Nest Cir, West Chester, PA, 19382","for_sale",1750000,5,6,1.9,"1 Crows Nest Cir","West Chester","Pennsylvania","19382",8800,2014-09-30,"2014",24470,1981.7605230895,360704.108295873,15672.7494891704,9410,80665.4474867184,0.0420923579893747,460554.734368615,2321.96158561504,1805.93379648549,3.22108704536167
"26","1 Deming Ln, Cromwell, CT, 06416","for_sale",679900,6,4,1.82,"1 Deming Ln","Cromwell","Connecticut","06416",3184,2011-06-08,"2011",7464,444.564442658092,56840.4381028939,4275.11441586281,3186,9393.23298499464,0.105975361736334,84132.9969185423,626.564040728832,628.557207931404,2.90527867095391
"27","1 E 66th St Apt 4D, New York City, NY, 10065","for_sale",3100000,2,2,NA,"1 E 66th St Apt 4D","New York City","New York","10065",1500,2010-12-02,"2010",15471,6576.49796393252,904598.390795682,14001.5169025919,4112,254599.719733695,0.0663176265270506,1169549.16799173,755.412125912998,902.19714304182,3.59239868140392
"28","1 E Meadow Way Unit 1, Manchester, NH, 03109","for_sale",259900,3,1,NA,"1 E Meadow Way Unit 1","Manchester","New Hampshire","03109",1920,2012-10-24,"2012",5390,345.018552875696,30403.9907235622,2310.16141001855,1720,4223.38961038961,0.0686456400742115,48026.9814471243,479.090909090909,299.202226345083,2.569573283859
"29","1 Elliott Rd, Broomall, PA, 19008","for_sale",635000,4,3,0.47,"1 Elliott Rd","Broomall","Pennsylvania","19008",2754,2014-10-06,"2014",10640,606.672932330827,83396.0084586466,4802.57330827068,3650,14431.0986842105,0.0451127819548872,121345.185150376,949.934210526316,706.390977443609,2.89191729323308
"30","1 Gold St Apt 18G, Hartford, CT, 06103","for_sale",159000,1,1,NA,"1 Gold St Apt 18G","Hartford","Connecticut","06103",809,2012-12-17,"2012",1020,41.4509803921569,11045.0490196078,180.352941176471,140,2216.43137254902,0.0490196078431373,14879.6274509804,28.5294117647059,26.8627450980392,3.09803921568627
"31","1 Hanson Pl Apt 13E, New York City, NY, 11243","for_sale",629000,NA,1,NA,"1 Hanson Pl Apt 13E","New York City","New York","11243",489,2011-05-26,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","1 Hanson Pl Apt 16J, Brooklyn, NY, 11243","for_sale",1625000,2,2,NA,"1 Hanson Pl Apt 16J","Brooklyn","New York","11243",1355,2013-07-22,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","1 Hillas Ln, Chester Township, NJ, 07930","for_sale",995000,4,4,2.02,"1 Hillas Ln","Chester Township","New Jersey","07930",NA,2014-09-16,"2014",4100,1068.26097560976,169414.204878049,6030.12926829268,1840,47286.7609756098,0.0292682926829268,206013.524390244,656.341463414634,485.756097560976,3.59756097560976
"34","1 Houperts Way, Clinton, CT, 06413","for_sale",225000,NA,NA,3.14,"1 Houperts Way","Clinton","Connecticut","06413",NA,2013-11-25,"2013",6840,345.529239766082,45739.3347953216,3328.38304093567,2580,7330.3201754386,0.0935672514619883,70718.4868421053,581.140350877193,480.423976608187,2.7733918128655
"35","1 Huntington Ave Apt 404, Boston, MA, 02116","for_sale",3750000,2,3,0.04,"1 Huntington Ave Apt 404","Boston","Massachusetts","02116",1905,2014-05-30,"2014",10660,9113.44840525328,1187926.03470919,10187.5806754221,2860,332278.762664165,0.0337711069418387,1439079.04971857,426.866791744841,814.652908067542,3.74108818011257
"36","1 Jamie Ln Apt 1D, Manchester, CT, 06042","for_sale",199900,3,3,NA,"1 Jamie Ln Apt 1D","Manchester","Connecticut","06042",1432,2014-12-23,"2014",12450,734.6859437751,78433.9718875502,3255.58875502008,3280,11257.016064257,0.0690763052208835,120311.407228916,1029.63052208835,657.40562248996,2.67550200803213
"37","1 John St Apt 19, Haledon, NJ, 07508","for_sale",269000,2,2,NA,"1 John St Apt 19","Haledon","New Jersey","07508",1270,2010-07-14,"2010",10949,801.245227874692,46514.7203397571,4719.65458032697,3163,6392.49072974701,0.176363138186136,88393.3414010412,1534.27007032606,644.597771485981,2.39017261850397
"38","1 Juneberry Ln Unit 1, Ridgefield, CT, 06877","for_sale",315000,2,2,NA,"1 Juneberry Ln Unit 1","Ridgefield","Connecticut","06877",1190,2014-12-22,"2014",11590,2849.65660051769,541555.194995686,18259.0094909405,5270,155057.629853322,0.0388265746333046,657245.180327869,1931.05263157895,1410.44003451251,3.68938740293356
"39","1 Laurent Rd Apt 4, Salem, MA, 01970","for_sale",299999,2,1,NA,"1 Laurent Rd Apt 4","Salem","Massachusetts","01970",773,2013-01-31,"2013",21530,983.528100325128,109444.160241523,6267.79656293544,5520,15882.6172782164,0.0780306549001393,179428.505341384,1979.51230840687,958.862052949373,2.45796562935439
"40","1 Main St Apt 4F, Brooklyn, NY, 11201","for_sale",1699000,1,2,NA,"1 Main St Apt 4F","Brooklyn","New York","11201",1293,2013-12-13,"2013",29680,4869.06570080863,722530.012803235,19329.9568733154,8150,193599.128706199,0.0569407008086253,901362.014824798,1807.20687331536,1483.36253369272,3.46192722371968
"41","1 N Branch River Rd, Branchburg Township, NJ, 08876","for_sale",465000,3,2,0.46,"1 N Branch River Rd","Branchburg Township","New Jersey","08876",NA,2013-10-04,"2013",11250,582.24,93240.3377777778,5514.12622222222,3980,16874.5671111111,0.0835555555555555,135996.512,1147.54666666667,786.924444444444,2.95733333333333
"42","1 N Kelly Mountain Rd, New Milford, CT, 06776","for_sale",1250000,6,6,5.62,"1 N Kelly Mountain Rd","New Milford","Connecticut","06776",7000,2012-04-27,"2012",13200,781.790151515151,84502.9598484849,8000.52272727273,5360,13275.6939393939,0.096969696969697,133357.775,1286.01515151515,958.969696969697,2.77045454545455
"43","1 Oyster Bay Rd Apt A, Absecon, NJ, 08201","for_sale",79900,2,1,NA,"1 Oyster Bay Rd Apt A","Absecon","New Jersey","08201",NA,2011-04-26,"2011",5315,330.029162746943,23030.0517403575,1931.48654750706,1647,3037.82389463782,0.193414882408278,42405.0173095014,707.712135465663,325.980809031044,2.37723424270931
"44","1 Pine View Cir, New Milford, CT, 06776","for_sale",579900,4,5,0.78,"1 Pine View Cir","New Milford","Connecticut","06776",3034,2011-09-28,"2011",13062,834.720333792681,81463.8340989129,8859.28931250957,5582,12655.4039963252,0.112540192926045,129725.291838922,1306.47404685347,990.351630684428,2.76213443576788
"45","1 Potter Rd, Scarsdale, NY, 10583","for_sale",860000,4,2,0.12,"1 Potter Rd","Scarsdale","New York","10583",1596,2014-12-22,"2014",18880,20719.468220339,2334053.1684322,36114.8209745763,8170,730011.434322034,0.0259533898305085,2716190.10063559,3796.04343220339,2747.51588983051,3.88824152542373
"46","1 Powers St Apt 502, Brooklyn, NY, 11211","for_sale",1175000,1,1,NA,"1 Powers St Apt 502","Brooklyn","New York","11211",871,2010-09-24,"2010",39009,1599.35050885693,143756.827424441,4136.29867466482,2832,20588.4496910969,0.098643902689123,284665.876464406,9257.34128021739,339.490707272681,2.08977415468225
"47","1 Prescott St Apt 301, Boston, MA, 02128","for_sale",499000,2,1,NA,"1 Prescott St Apt 301","Boston","Massachusetts","02128",1014,2014-10-20,"2014",20370,1297.19293078056,84707.1350024546,1743.39960726559,1710,10053.971526755,0.0648011782032401,166649.94796269,3263.3971526755,266.838487972509,2.02356406480118
"48","1 Quail Holw Unit 1, Enfield, CT, 06082","for_sale",279900,2,2,NA,"1 Quail Holw Unit 1","Enfield","Connecticut","06082",1296,2011-07-15,"2011",21123,1271.72939449889,112150.174122994,8461.54002745822,7353,15504.2320693083,0.144013634426928,182630.015906831,1951.90711546655,1384.21772475501,2.51716138806041
"49","1 Queens Ct, Mendham Township, NJ, 07960","for_sale",1850000,5,6,3.01,"1 Queens Ct","Mendham Township","New Jersey","07960",6950,2011-09-13,"2011",20968,1546.38401373522,347009.304750095,16165.8385158337,7159,85656.0705360549,0.0852727966425029,455930.157239603,2064.44353300267,1452.6756486074,3.14398130484548
"50","1 Raskin Rd, Morris Twp, NJ, 07960","for_sale",975000,5,4,0.71,"1 Raskin Rd","Morris Twp","New Jersey","07960",3655,2013-11-18,"2013",21320,2734.93855534709,411524.825046904,13906.2701688555,6910,108034.551125704,0.0553470919324578,524004.325515947,2025.12195121951,1465.92401500938,3.20590994371482
"51","1 Regency Pl Unit 311, Woodbridge Proper, NJ, 07095","for_sale",289900,2,2,NA,"1 Regency Pl Unit 311","Woodbridge Proper","New Jersey","07095",1404,2011-02-25,"2011",10141,665.672517503205,63320.547381915,4180.76106892811,2960,9862.91608322651,0.127502228577063,99864.9892515531,1241.40390494034,603.101173454294,2.71659599645005
"52","1 Rockage Rd, Warren Twp, NJ, 07059","for_sale",1350000,4,6,1.52,"1 Rockage Rd","Warren Twp","New Jersey","07059",NA,2013-08-05,"2013",7880,1412.19035532995,321541.545685279,10281.3299492386,3350,92477.211928934,0.0558375634517767,394180.370558376,1190.24111675127,934.720812182741,3.61167512690355
"53","1 Roger Rd, Great Barrington, MA, 01230","for_sale",649000,3,3,0.19,"1 Roger Rd","Great Barrington","Massachusetts","01230",1876,2012-11-01,"2012",3720,155.02688172043,17494.1666666667,1265.94086021505,980,2654.46774193548,0.0779569892473118,30664.8225806452,285.05376344086,202.876344086022,2.38978494623656
"54","1 S New Hampshire Ave, Atlantic City, NJ, 08401","for_sale",389000,NA,NA,0.03,"1 S New Hampshire Ave","Atlantic City","New Jersey","08401",NA,2012-05-11,"2012",18000,938.447222222222,41601.5316666667,2010.11,1570,4042.75666666667,0.271666666666667,143888.645,7310.51666666667,422.761111111111,1.58833333333333
"55","1 Shawnee Ave, Rockaway, NJ, 07866","for_sale",379000,2,2,0.17,"1 Shawnee Ave","Rockaway","New Jersey","07866",NA,2013-01-09,"2013",11880,757.774410774411,106045.834175084,7467.34932659933,4750,17970.0808080808,0.0808080808080808,156585.733164983,1271.43939393939,1072.84511784512,3.01767676767677
"56","1 Southern Slope Ter, Mendham Township, NJ, 07960","for_sale",1449000,5,5,6.07,"1 Southern Slope Ter","Mendham Township","New Jersey","07960",NA,2014-04-15,"2014",21320,2799.18151969981,465305.575046904,13993.740619137,6830,120804.660881801,0.0454971857410882,580268.42260788,2010.86303939962,1502.82833020638,3.26454033771107
"57","1 Spring St Apt 1504, New Brunswick, NJ, 08901","for_sale",499999,2,2,0,"1 Spring St Apt 1504","New Brunswick","New Jersey","08901",1310,2013-01-18,"2013",19570,1187.91670924885,43591.3679100664,2209.51711803781,1720,4465.78998467041,0.0628513030148186,148951.872253449,8034.59376596832,323.740419008687,1.75370464997445
"58","1 Stark Pl, Edison, NJ, 08820","for_sale",699000,5,3,0.4,"1 Stark Pl","Edison","New Jersey","08820",2688,2014-02-28,"2014",17860,1502.73572228443,278476.302911534,11452.3902575588,6530,58862.3124300112,0.0481522956326988,372937.057670773,2612.46360582307,1669.26651735722,3.42889137737962
"59","1 State Rt 5, Fort Lee, NJ, 07024","for_sale",2495777,6,7,0.23,"1 State Rt 5","Fort Lee","New Jersey","07024",NA,2014-10-17,"2014",18330,1101.32187670486,178167.78396072,6792.7348608838,5880,35637.1309328969,0.0452809601745772,248638.733769776,1437.48499727223,1130.32733224223,3.05728314238953
"60","1 Stony Point Rd W, Westport, CT, 06880","for_sale",5400000,6,9,1.83,"1 Stony Point Rd W","Westport","Connecticut","06880",6875,2014-06-02,"2014",12640,7919.23813291139,1509686.52768987,32565.7096518987,5480,464671.566455696,0.0340189873417722,1759763.4193038,2693.56803797468,1941.38449367089,3.86075949367089
"61","1 Tamarac Rd, Westport, CT, 06880","for_sale",2799000,6,6,0.38,"1 Tamarac Rd","Westport","Connecticut","06880",4500,2014-10-03,"2014",12640,7919.23813291139,1509686.52768987,32565.7096518987,5480,464671.566455696,0.0340189873417722,1759763.4193038,2693.56803797468,1941.38449367089,3.86075949367089
"62","1 Trafalgar Dr, Plattsburgh, NY, 12901","for_sale",329000,4,3,0.27,"1 Trafalgar Dr","Plattsburgh","New York","12901",2296,2013-08-27,"2013",14200,610.254929577465,56000.9288732394,1760.93028169014,2510,7396.77183098592,0.0894366197183099,105148.932394366,1516.29577464789,401.464788732394,2.21971830985916
"63","1 Trish Ct, Matawan, NJ, 07747","for_sale",788000,4,3,0.18,"1 Trish Ct","Matawan","New Jersey","07747",2181,2012-05-14,"2012",15360,930.255208333333,134624.540364583,10645.6438802083,6340,23191.740234375,0.134114583333333,200200.143229167,1686.03515625,1327.70182291667,3.04361979166667
"64","1 Turner Dr, Greenwich, CT, 06831","for_sale",2700000,5,4,1.14,"1 Turner Dr","Greenwich","Connecticut","06831",2776,2011-02-14,"2011",7447,8128.48207331811,838911.268027393,13249.0903719619,2534,227440.368604807,0.0551900093997583,1025545.72404995,935.194574996643,722.188666577145,3.48811601987377
"65","1 W 67th St Unit 506, New York City, NY, 10023","for_sale",3495000,2,3,NA,"1 W 67th St Unit 506","New York City","New York","10023",NA,2012-07-02,"2012",34110,10055.1105247728,2073021.28671944,31404.7112283788,10630,564309.200820874,0.0642040457343887,2571127.02579889,2007.32043389035,2436.28261506889,3.73585458809733
"66","1 W Exchange St Unit 2802, Providence, RI, 02903","for_sale",599900,1,2,NA,"1 W Exchange St Unit 2802","Providence","Rhode Island","02903",1038,2010-03-10,"2010",3724,194.545918367347,19523.3104189044,675.108216970999,509,3670.83861439313,0.09855,32202.9607948443,221.063104189044,76.2827604726101,2.28464017185822
"67","1 Weatherly Rd, Delran, NJ, 08075","for_sale",319000,3,4,0.06,"1 Weatherly Rd","Delran","New Jersey","08075",1926,2014-05-29,"2014",14470,830.134761575674,80329.6731167934,4973.56116102281,4720,11579.1582584658,0.0801658604008293,132840.655148583,1624.28472702142,897.802349689012,2.60124395300622
"68","1 Wistar Pl Unit 1, Boston, MA, 02129","for_sale",699900,1,2,NA,"1 Wistar Pl Unit 1","Boston","Massachusetts","02129",1058,2011-12-23,"2011",9484,387.13095740194,106504.341838887,5795.75021088148,2871,22973.4270350063,0.0780261493040911,138367.37789962,591.510649514973,463.966364403205,3.10143399409532
"69","1 Woodfield Rd, Green Township, NJ, 07821","for_sale",895000,4,5,4.41,"1 Woodfield Rd","Green Township","New Jersey","07821",4245,2012-09-10,"2012",4280,300.836448598131,42471.011682243,3578.8785046729,2000,7668.0023364486,0.135514018691589,62193.7780373832,516.028037383178,424.485981308411,3.12383177570093
"70","1 Woodland Ave, North Haven, CT, 06473","for_sale",299000,3,2,0.28,"1 Woodland Ave","North Haven","Connecticut","06473",1580,2012-10-02,"2012",12460,767.84911717496,98506.3507223114,6734.36436597111,4790,16201.8017656501,0.0979133226324237,145580.118780096,1116.27608346709,978.057784911717,2.91332263242376
"71","10-13 115 St, College Point, NY, 11356","for_sale",725000,2,2,0.03,"10-13 115 St","College Point","New York","11356",960,2013-01-24,"2013",11830,532.309382924768,32856.1969568893,2779.01267962806,1800,4025.16652578191,0.0659340659340659,82470.1344040575,2193.42349957735,306.737109044801,2.06001690617075
"72","10-20 Bay 32nd St, Far Rockaway, NY, 11691","for_sale",750000,7,5,0.1,"10-20 Bay 32nd St","Far Rockaway","New York","11691",3600,2010-05-21,"2010",22046,1768.27977864465,64891.0798330763,4420.50948017781,2678,6672.84251111313,0.0981130409144516,165087.737367323,6063.14029755965,456.133856481901,1.85199129093713
"73","10 Aiken Ct, Plattsburgh, NY, 12903","for_sale",325000,3,2,0.19,"10 Aiken Ct","Plattsburgh","New York","12903",1919,2011-08-16,"2011",724.0001,29.8729240507149,4684.95515401173,205.540056969619,207.0002,738.222273726219,0.073204962264508,7191.89541548407,42.6961266994438,46.2293054932037,2.54005572651164
"74","10 Arden Ave, Ewing, NJ, 08638","for_sale",325000,4,2,0.18,"10 Arden Ave","Ewing","New Jersey","08638",1584,2013-09-10,"2013",10380,557.755298651252,37870.4229287091,2449.5105973025,2490,4834.84971098266,0.0973025048169557,77048.5578034682,1643.90173410405,491.849710982659,2.19460500963391
"75","10 Augustus Ln, Greenwich, CT, 06830","for_sale",3895000,5,6,0.67,"10 Augustus Ln","Greenwich","Connecticut","06830",4917,2011-02-01,"2011",11982,15371.8652144884,1089826.23685528,15083.6557336004,3268,293487.407027207,0.0630111834418294,1349740.9843098,1412.3948422634,819.132532131531,3.25287931897847
"76","10 Bailey Ave, Darien, CT, 06820","for_sale",1300000,3,3,0.24,"10 Bailey Ave","Darien","Connecticut","06820",2140,2013-06-17,"2013",9310,10517.4887218045,1481730.1084855,30670.8625134264,4290,479371.010741139,0.0451127819548872,1722820.74973147,2884.46831364125,1615.85392051557,3.94522019334049
"77","10 Beechwood Blvd, Trevose, PA, 19053","for_sale",699000,5,4,0.32,"10 Beechwood Blvd","Trevose","Pennsylvania","19053",3805,2011-12-22,"2011",14042,793.918672553767,76308.5047714001,6758.49102691924,4957,11268.8480273465,0.13110667996012,124318.207164222,1301.34247258225,896.74839766415,2.60262070930067
"78","10 Bleecker St Unit TH1, New York City, NY, 10012","for_sale",3250000,3,2,NA,"10 Bleecker St Unit TH1","New York City","New York","10012",2000,2013-07-03,"2013",12780,2660.09780907668,381408.753521127,5054.19640062598,1940,110278.813771518,0.0422535211267606,464132.430359937,434.968701095462,390.586854460094,3.40766823161189
"79","10 Brians Way, Princeton Junction, NJ, 08550","for_sale",799000,4,3,0.54,"10 Brians Way","Princeton Junction","New Jersey","08550",2549,2013-05-31,"2013",9100,1786.48571428571,346589.317582418,11274.6384615385,4020,91676.2802197802,0.056043956043956,427938.383516484,1828.81318681319,1251.96703296703,3.85934065934066
"80","10 Briarwood Dr, Old Bridge, NJ, 07747","for_sale",749900,4,3,0.46,"10 Briarwood Dr","Old Bridge","New Jersey","07747",NA,2012-07-12,"2012",15360,930.255208333333,134624.540364583,10645.6438802083,6340,23191.740234375,0.134114583333333,200200.143229167,1686.03515625,1327.70182291667,3.04361979166667
"81","10 Brighton Ave, Staten Island, NY, 10301","for_sale",499999,NA,2,0.06,"10 Brighton Ave","Staten Island","New York","10301",2875,2014-07-03,"2014",17770,766.298818232977,88102.6398424311,4744.73776027012,3850,14435.0258863253,0.0512099043331458,151226.893078222,2553.25830050647,588.722566122679,2.51997749015194
"82","10 Castle Ct, Thiells, NY, 10984","for_sale",575000,4,2,0.29,"10 Castle Ct","Thiells","New York","10984",2088,2013-05-06,"2013",1310,78.175572519084,12695.4580152672,965.030534351145,570,2126.32824427481,0.0687022900763359,19104.679389313,152.442748091603,129.541984732824,3.12977099236641
"83","10 Cedar Ln, Weston, CT, 06883","for_sale",1895000,5,4,2.11,"10 Cedar Ln","Weston","Connecticut","06883",3259,2011-07-01,"2011",4463,1560.10284561954,372869.317275375,15231.4293076406,2326,108950.835984764,0.0548958323997311,460740.391664799,1131.11740981403,733.954738964822,3.85503024871163
"84","10 Central Ave, Norwich, CT, 06360","for_sale",99000,2,1,0.1,"10 Central Ave","Norwich","Connecticut","06360",663,2010-03-17,"2010",18054,1115.12235515675,70935.1227982718,4968.04093275728,4239,8609.11199734131,0.147224997230531,138081.331505484,2413.49401794616,779.002160186108,2.12279827185111
"85","10 Choctaw Trl, Ringwood, NJ, 07456","for_sale",479900,3,3,0.56,"10 Choctaw Trl","Ringwood","New Jersey","07456",2211,2014-07-16,"2014",5850,387.958974358974,70974.9213675214,4700.34871794872,2790,13261.9435897436,0.0769230769230769,100339.770940171,680.324786324786,645.316239316239,3.3008547008547
"86","10 Columbus Cir, Avon, CT, 06001","for_sale",219900,2,2,0.26,"10 Columbus Cir","Avon","Connecticut","06001",1050,2014-03-31,"2014",9220,1298.7114967462,265587.826464208,8591.91973969631,4120,69392.3297180043,0.0412147505422994,325657.723427332,1120.65075921909,1017.93926247289,3.60412147505423
"87","10 Comly Ct, Flourtown, PA, 19031","for_sale",369900,2,3,NA,"10 Comly Ct","Flourtown","Pennsylvania","19031",2508,2010-05-07,"2010",2251,182.737450022212,22357.9684584629,1604.41892492226,918,4383.04975566415,0.0750777876499334,31318.4180364283,203.234562416704,184.484673478454,3.01066192803199
